chapter,qno,english,japanese,ipa_us,question_image,audio_file,phrasal,accepted,cloze
U03,11,Add up these figures quickly.,すぐにこの数の合計を出してください。,/æd ʌp ðiːz ˈfɪɡjərz ˈkwɪkli/,/images/eijukugo_zukan/U03/Q11.png,/audio/eijukugo_zukan/U03/S11.mp3,add up,add up,[BLANK] these figures quickly.
U03,12,Don't hang up on me.,電話を切らないで。,/doʊnt hæŋ ʌp ɑn miː/,/images/eijukugo_zukan/U03/Q12.png,/audio/eijukugo_zukan/U03/S12.mp3,hang up,hang up,Don't [BLANK] on me.
U03,13,He studied hard to catch up with his classmates.,彼はクラスメイトに追いつくために一生懸命に勉強した。,/hi ˈstʌdid hɑrd tə kætʃ ʌp wɪð hɪz ˈklæsˌmeɪts/,/images/eijukugo_zukan/U03/Q13.png,/audio/eijukugo_zukan/U03/S13.mp3,catch up with,catch up with,He studied hard to [BLANK] his classmates.
U03,14,Hurry up.,急いで！,/ˈhɝi ʌp/,/images/eijukugo_zukan/U03/Q14.png,/audio/eijukugo_zukan/U03/S14.mp3,hurry up,hurry up,[BLANK].
U03,15,I want to brush up on my English.,自分の英語を磨き直したい。,/aɪ wɑnt tə brʌʃ ʌp ɑn maɪ ˈɪŋɡlɪʃ/,/images/eijukugo_zukan/U03/Q15.png,/audio/eijukugo_zukan/U03/S15.mp3,brush up on,brush up on,I want to [BLANK] my English.
U03,16,He used up all the money in one day.,彼は一日でお金を使い果たした。,/hi juːzd ʌp ɔl ðə ˈmʌni ɪn wʌn deɪ/,/images/eijukugo_zukan/U03/Q16.png,/audio/eijukugo_zukan/U03/S16.mp3,used up,used up|use up,He [BLANK] all the money in one day.
U03,17,Eat up your fish.,魚を全部食べなさい。,/iːt ʌp jʊr fɪʃ/,/images/eijukugo_zukan/U03/Q17.png,/audio/eijukugo_zukan/U03/S17.mp3,eat up,eat up,[BLANK] your fish.
U03,18,Drink up your orange juice.,オレンジジュースを全部飲みなさい。,/drɪŋk ʌp jʊr ˈɔrɪndʒ dʒuːs/,/images/eijukugo_zukan/U03/Q18.png,/audio/eijukugo_zukan/U03/S18.mp3,drink up,drink up,[BLANK] your orange juice.
U03,19,The plane burned up in the crash.,飛行機は墜落して燃え尽きた。,/ðə pleɪn bɝnd ʌp ɪn ðə kræʃ/,/images/eijukugo_zukan/U03/Q19.png,/audio/eijukugo_zukan/U03/S19.mp3,burned up,burned up|burn up,The plane [BLANK] in the crash.
U03,20,"Fill it up, please.",（ガソリンスタンドで）満タンでお願いします。,/fɪl ɪt ʌp pliːz/,/images/eijukugo_zukan/U03/Q20.png,/audio/eijukugo_zukan/U03/S20.mp3,fill up,fill up,"Fill it [BLANK], please."
U03,21,The farmer ended up as president.,その農夫は最後には大統領になった。,/ðə ˈfɑrmər ˈɛndɪd ʌp æz ˈprɛzɪdənt/,/images/eijukugo_zukan/U03/Q21.png,/audio/eijukugo_zukan/U03/S21.mp3,ended up,ended up|end up,The farmer [BLANK] as president.
U03,22,Help me clear up the room.,部屋を片付けるのを手伝って。,/hɛlp mi klɪr ʌp ðə ruːm/,/images/eijukugo_zukan/U03/Q22.png,/audio/eijukugo_zukan/U03/S22.mp3,clear up,clear up,Help me [BLANK] the room.
U03,23,The sky cleared up after the storm.,嵐の後、空は晴れ上がった。,/ðə skaɪ klɪrd ʌp ˈæftər ðə stɔrm/,/images/eijukugo_zukan/U03/Q23.png,/audio/eijukugo_zukan/U03/S23.mp3,cleared up,cleared up|clear up,The sky [BLANK] after the storm.
U03,24,Please line up in two rows.,2列に並んでください。,/pliːz laɪn ʌp ɪn tuː roʊz/,/images/eijukugo_zukan/U03/Q24.png,/audio/eijukugo_zukan/U03/S24.mp3,line up,line up,Please [BLANK] in two rows.
U03,25,Don't forget to lock up the house.,家の戸締りを忘れずに。,/doʊnt fərˈɡɛt tə lɑk ʌp ðə haʊs/,/images/eijukugo_zukan/U03/Q25.png,/audio/eijukugo_zukan/U03/S25.mp3,lock up,lock up,Don't forget to [BLANK] the house.
U03,26,Shut up.,黙りなさい！,/ʃʌt ʌp/,/images/eijukugo_zukan/U03/Q26.png,/audio/eijukugo_zukan/U03/S26.mp3,shut up,shut up,[BLANK].
U03,27,Will you blow up the tire on my bike?,私の自転車のタイヤに空気を入れてくれますか。,/wɪl ju bloʊ ʌp ðə taɪər ɑn maɪ baɪk/,/images/eijukugo_zukan/U03/Q27.png,/audio/eijukugo_zukan/U03/S27.mp3,blow up,blow up,Will you [BLANK] the tire on my bike?
U03,28,The dynamite blew up the big rock.,ダイナマイトがその大きな岩を爆破した。,/ðə ˈdaɪnəˌmaɪt bluː ʌp ðə bɪɡ rɑk/,/images/eijukugo_zukan/U03/Q28.png,/audio/eijukugo_zukan/U03/S28.mp3,blew up,blew up|blow up,The dynamite [BLANK] the big rock.
